species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,temp_min,temp_max,temp_preferred,temp_range,fecundity_max,fecundity_mean,body_shape_i,longevity_wild,oxygen_cons,dev_place,sp_richness,iucn_category,fishbase_name
Sebastes mystinus,Sebastidae,680000,habitat_reef,reef-associated,61,blue rockfish,5301.71384,0.103740039,2.71,Actinopteri,0.027348309,0.027348309,8.5,0.025016,0.25,0.017957634,0.060406823,52.7057187,NA,0.017957634,52.7057187,-2,2,2,2: low/mid,2,3983,Sebastes,Perciformes/Scorpaenoidei,NA,NA,NA,NA,524000,NA,fusiform / normal,44,NA,planktonic,133,NA,Blue rockfish
Sebastes norvegicus,Sebastidae,9940000,habitat_benthic,pelagic-oceanic,100,NA,478637.3024,0.057488971,4.05205074,Actinopteri,0.025016,0.025016,86.35258476,0.003297,0.25,NA,0.051442896,68.785105,NA,0.051442896,68.785105,-2,3,8,3: mid/high,3,501,Sebastes,Perciformes/Scorpaenoidei,3,7,5,4,232947,132369.375,short and / or deep,60,NA,planktonic,133,VU,Golden redfish
Sebastes paucispinis,Sebastidae,732500,habitat_reef,reef-associated,91,NA,15963.77887,0.106073465,3.557076306,Actinopteri,0.025016,0.025016,25.91466964,0.017712,0.233633077,NA,0.065219031,45.75724411,NA,0.065219031,45.75724411,-2,2,2,2: low/mid,2,3987,Sebastes,Perciformes/Scorpaenoidei,NA,NA,7,NA,2632000,1425250,fusiform / normal,50,NA,planktonic,133,NA,Bocaccio rockfish
Sebastes pinniger,Sebastidae,487500,habitat_reef,demersal,76,NA,51977.33195,0.038909064,3.827911374,Actinopteri,0.040637322,0.040637322,8.5,0.025016,1.687361105,NA,0.07037154,55.25874663,NA,0.07037154,55.25874663,-2,2,2,2: low/mid,2,3989,Sebastes,Perciformes/Scorpaenoidei,NA,NA,5,NA,1144500,658500,fusiform / normal,84,NA,planktonic,133,NA,Canary rockfish
Sebastes polyspinis,Sebastidae,1407500,habitat_benthic,demersal,41,NA,345574.1274,0.050194328,3.42,Actinopteri,0.190553387,0.190553387,8.5,0.025016,0.419377278,NA,0.048790984,68.7127051,NA,0.048790984,68.7127051,-2,3,8,3: mid/high,3,3990,Sebastes,Perciformes/Scorpaenoidei,NA,NA,NA,NA,203503,89320,fusiform / normal,57,NA,NA,133,NA,Northern rockfish
Sebastes ruberrimus,Sebastidae,820000,habitat_reef,reef-associated,104,NA,2339.314792,0.035907951,4.43,Actinopteri,0.029410133,0.029410133,359.0771463,0.003804817,0.25,NA,0.065277629,50.04275947,NA,0.065277629,50.04275947,-2,2,2,2: low/mid,2,3996,Sebastes,Perciformes/Scorpaenoidei,NA,NA,NA,NA,2700000,NA,fusiform / normal,118,NA,NA,133,NA,Yelloweye rockfish
Sebastes rufus,Sebastidae,112500,habitat_benthic,demersal,54,NA,14326.25857,0.085905332,3.764736842,Actinopteri,0.003297,0.003297,0.760318212,6.45e-6,0.025016,NA,0.006547703,62.05449696,NA,0.006547703,62.05449696,-3,3,8,3: mid/high,3,3999,Sebastes,Perciformes/Scorpaenoidei,NA,NA,NA,NA,545000,328000,fusiform / normal,85,NA,planktonic,133,NA,Bank rockfish
Sebastes variabilis,Sebastidae,2635000,habitat_benthic,demersal,43.08000183,NA,66182.62796,0.083414729,3.764736842,Actinopteri,0.222006046,0.222006046,39.83,0.021891852,0.77,NA,0.052071698,65.13874844,NA,0.052071698,65.13874844,-2,3,8,3: mid/high,3,63583,Sebastes,Perciformes/Scorpaenoidei,NA,NA,NA,NA,NA,NA,fusiform / normal,50,NA,NA,133,NA,Light dusky rockfish
Sebastolobus alascanus,Sebastidae,2282500,habitat_benthic,demersal,80,NA,63731.52319,0.053976428,3.62,Actinopteri,0.060991803,0.060991803,9.919689167,0.0034,0.469069439,NA,0.057269363,70.60405749,NA,0.057269363,70.60405749,-2,3,8,3: mid/high,3,4009,Sebastolobus,Perciformes/Scorpaenoidei,NA,NA,5,NA,821296,498123,fusiform / normal,100,7.859999999999999,NA,133,EN,Shortspine thornyhead
Sebastolobus altivelis,Sebastidae,1000000,habitat_deep,bathydemersal,39,NA,53498.10167,0.094545411,3.62,Actinopteri,0.190553387,0.190553387,4.477796392,0.020686774,0.364,NA,0.047191211,52.83458309,NA,0.047191211,52.83458309,-2,2,2,2: low/mid,2,4010,Sebastolobus,Perciformes/Scorpaenoidei,NA,NA,NA,NA,50000,NA,fusiform / normal,45,16.863333333333333,NA,133,NA,Longspine thornyhead
Selar crumenophthalmus,Carangidae,19110000,pelagic,reef-associated,70,NA,368036.904,1.355871747,3.81,Actinopteri,8.5,8.5,138546.9177,0.027348309,69.37218463,NA,3.723812753,43.5652326,NA,3.723812753,43.5652326,0,2,6,5: mid/mid,5,387,Selar,Carangiformes,NA,NA,27,NA,182420.5,109000,fusiform / normal,3,NA,planktonic,148,LC,Bigeye scad
Selaroides leptolepis,Carangidae,8477500,habitat_coastal,reef-associated,22,NA,374978.549,1.611950512,3.84,Actinopteri,0.0013065,0.0013065,10.48565514,8.13e-6,0.222006046,NA,0.011879881,39.37285581,NA,0.011879881,39.37285581,-2,2,2,2: low/mid,2,388,Selaroides,Carangiformes,NA,NA,28,NA,NA,NA,fusiform / normal,NA,NA,NA,148,LC,Yellowstripe scad
Selene dorsalis,Carangidae,612500,habitat_coastal,demersal,40,NA,20264.77448,0.654916541,4.089407301,Actinopteri,0.025016,0.025016,220.625,0.007726488,0.419377278,NA,0.059891855,30.66942255,NA,0.059891855,30.66942255,-2,2,2,2: low/mid,2,379,Selene,Carangiformes,NA,NA,25,NA,NA,NA,fusiform / normal,NA,NA,NA,148,LC,African moonfish
Selene peruviana,Carangidae,720000,habitat_coastal,benthopelagic,40,NA,121.8886416,0.882477633,4.26,Actinopteri,0.021204,0.021204,69.37218463,0.0013065,0.20397299,NA,0.04948333,34.65631084,NA,0.04948333,34.65631084,-2,2,2,2: low/mid,2,1958,Selene,Carangiformes,NA,NA,NA,NA,NA,NA,short and / or deep,NA,NA,NA,148,LC,Peruvian moonfish
Selene setapinnis,Carangidae,3615000,habitat_coastal,benthopelagic,60,NA,11454.45638,0.895328391,3.753198252,Actinopteri,0.060991803,0.060991803,69.37218463,0.017712,0.341291664,NA,0.080796622,37.20284495,NA,0.080796622,37.20284495,-2,2,2,2: low/mid,2,378,Selene,Carangiformes,NA,NA,25,NA,NA,NA,fusiform / normal,NA,NA,NA,148,LC,Atlantic moonfish
Semicossyphus pulcher,Labridae,222500,habitat_reef,reef-associated,91,california sheephead,27.00400648,0.707450578,3.603772007,Actinopteri,0.003297,0.003297,69.37218463,6.45e-6,0.034570928,0.111954514,0.009917458,31.74508875,47.46666667,0.111954514,47.46666667,-1,2,2,2: low/mid,2,3671,Semicossyphus,Eupercaria/misc,NA,NA,23,NA,300000,NA,fusiform / normal,53,NA,planktonic,560,VU,California sheephead
Seriola dumerili,Carangidae,21225000,habitat_reef,reef-associated,190,NA,12812.99915,0.450960773,4.5,Actinopteri,23.22898081,23.22898081,93840.98602,0.048,24.63249455,NA,12.14992657,32.69772801,NA,12.14992657,32.69772801,1,2,6,5: mid/mid,5,1005,Seriola,Carangiformes,NA,NA,27,NA,59032000,38651500,fusiform / normal,15,NA,planktonic,148,LC,Greater amberjack
Seriola lalandi,Carangidae,18980000,habitat_reef,benthopelagic,250,NA,3829.661199,0.434484387,4.16,Actinopteri,23.22898081,23.22898081,91382,0.027348309,24.63249455,NA,10.67064084,37.23152714,NA,10.67064084,37.23152714,1,2,6,5: mid/mid,5,382,Seriola,Carangiformes,18,24,25,6,NA,NA,fusiform / normal,12,655.90002,planktonic,148,LC,Yellowtail amberjack
Seriola rivoliana,Carangidae,19202500,pelagic,reef-associated,160,NA,58.95087627,0.505844898,4.45,Actinopteri,23.22898081,23.22898081,119173.5,0.048,24.63249455,NA,11.02709621,30.88392876,NA,11.02709621,30.88392876,1,2,6,5: mid/mid,5,1007,Seriola,Carangiformes,NA,NA,NA,NA,NA,NA,short and / or deep,NA,NA,NA,148,LC,Longfin yellowtail
Seriolella brama,Centrolophidae,1212500,habitat_coastal,benthopelagic,76,NA,3432.750927,0.250259896,3.762537392,Actinopteri,0.029410133,0.029410133,8.5,0.023778395,0.190553387,NA,0.065347866,37.86095662,NA,0.065347866,37.86095662,-2,2,2,2: low/mid,2,12918,Seriolella,Scombriformes,NA,NA,15,NA,360000,285000,fusiform / normal,15,NA,planktonic,31,NA,Common warehou
Seriolella caerulea,Centrolophidae,1385000,habitat_coastal,pelagic-neritic,65,NA,24687.53843,0.332338521,3.267562958,Actinopteri,0.04451615,0.04451615,8.5,0.022748634,0.419377278,NA,0.074579154,43.31559191,NA,0.074579154,43.31559191,-2,2,2,2: low/mid,2,12919,Seriolella,Scombriformes,NA,NA,13,NA,NA,NA,fusiform / normal,12,NA,NA,31,LC,White warehou
Seriolella porosa,Centrolophidae,62500,habitat_coastal,benthopelagic,44,NA,63803.72084,0.319065467,3.454345763,Actinopteri,0.003297,0.003297,4.438338373,6.45e-6,0.220164213,NA,0.009134103,43.26346382,NA,0.009134103,43.26346382,-3,2,2,2: low/mid,2,8390,Seriolella,Scombriformes,NA,NA,18,NA,NA,NA,fusiform / normal,NA,NA,NA,31,NA,Choicy ruff
Seriolella punctata,Centrolophidae,1765000,migratory,benthopelagic,66,NA,87626.04899,0.261217826,3.575754586,Actinopteri,0.048,0.048,69.37218463,0.025016,0.75925,NA,0.076003864,38.56734453,NA,0.076003864,38.56734453,-2,2,2,2: low/mid,2,12922,Seriolella,Scombriformes,NA,NA,14,NA,NA,NA,fusiform / normal,15,NA,planktonic,31,NA,Silver warehou
Seriolina nigrofasciata,Carangidae,11355000,habitat_reef,reef-associated,70,NA,7364.200794,0.934625792,4.173459563,Actinopteri,0.021204,0.021204,220.625,0.0013065,0.469069439,NA,0.163748704,34.62731034,NA,0.163748704,34.62731034,-1,2,2,2: low/mid,2,1962,Seriolina,Carangiformes,NA,NA,27,NA,NA,NA,short and / or deep,NA,NA,planktonic,148,LC,Blackbanded trevally
Serranus cabrilla,Serranidae,3617500,habitat_benthic,demersal,40,comber,740.2557183,0.511028812,3.35,Actinopteri,0.32,0.32,0.911706935,0.060991803,0.77,0.77,0.036144767,42.27796105,NA,0.77,42.27796105,-1,2,2,2: low/mid,2,1353,Serranus,Perciformes/Serranoidei,NA,NA,23,NA,NA,NA,fusiform / normal,NA,NA,planktonic,101,LC,Comber
Sillago sihama,Sillaginidae,9625000,habitat_coastal,reef-associated,31,NA,3527.909001,0.712832445,3.33,Actinopteri,2.14e-4,2.14e-4,8.5,8.13e-6,0.311178405,NA,0.010269798,31.37380084,NA,0.010269798,31.37380084,-2,2,2,2: low/mid,2,4544,Sillago,Eupercaria/misc,26,29,27,3,166065,90703,elongated,7,NA,planktonic,35,LC,Silver sillago
Solea senegalensis,Soleidae,920000,habitat_benthic,demersal,60,senegalese sole,750.310577,0.140517811,3.314258659,Actinopteri,0.025016,0.025016,8.5,0.0034,0.25,0.91296067,0.043714521,59.2791669,NA,0.91296067,59.2791669,-1,2,2,2: low/mid,2,8852,Solea,Pleuronectiformes,NA,NA,22,NA,NA,NA,short and / or deep,NA,NA,NA,185,DD,Senegalese sole
Solea solea,Soleidae,1462500,habitat_benthic,demersal,70,NA,164180.231,0.314243351,3.21,Actinopteri,0.040637322,0.040637322,8.5,0.017712,0.390708752,NA,0.057839673,62.95500255,45,0.057839673,45,-2,2,2,2: low/mid,2,525,Solea,Pleuronectiformes,8,24,16,16,303850,189925,short and / or deep,26.399999618530273,172.28285714285715,planktonic,185,DD,Common sole
Sparisoma cretense,Scaridae,1422500,habitat_coastal,reef-associated,50,parrotfish,2093.718353,0.485599221,2.950032189,Actinopteri,0.32,0.32,0.902079429,0.034570928,0.419377278,0.040416266,0.065222568,32.06815213,NA,0.040416266,32.06815213,-2,2,2,2: low/mid,2,13025,Sparisoma,Eupercaria/misc,NA,NA,26,NA,NA,NA,fusiform / normal,NA,NA,NA,100,LC,Parrotfish
Sparus aurata,Sparidae,1810000,habitat_reef,demersal,70,gilthead seabream,52530.50873,0.379937307,3.7,Actinopteri,0.190553387,0.190553387,4.17,0.022748634,0.419377278,0.167,0.07328612,44.77549028,52,0.167,52,-1,2,2,2: low/mid,2,1164,Sparus,Eupercaria/misc,NA,NA,26,NA,NA,NA,fusiform / normal,11,203,planktonic,162,LC,Gilthead seabream
Sphyraena barracuda,Sphyraenidae,16007500,habitat_coastal,reef-associated,200,great barracuda,48650.52905,0.282732218,4.49,Actinopteri,23.22898081,23.22898081,119173.5,0.631142013,24.63249455,2.264751642,12.52618823,43.37028066,NA,2.264751642,43.37028066,0,2,6,5: mid/mid,5,1235,Sphyraena,Carangaria/misc,NA,NA,27,NA,NA,NA,elongated,18.399999618530273,NA,planktonic,29,LC,Great barracuda
Sphyraena jello,Sphyraenidae,12932500,habitat_coastal,reef-associated,150,NA,1405.594128,0.597620596,4.5,Actinopteri,5.55,5.55,93840.98602,0.007726488,24.63249455,NA,5.054908741,32.21279993,NA,5.054908741,32.21279993,0,2,6,5: mid/mid,5,4827,Sphyraena,Carangaria/misc,NA,NA,26,NA,NA,NA,elongated,NA,NA,NA,29,LC,Pickhandle barracuda
Sphyraena obtusata,Sphyraenidae,13422500,habitat_coastal,reef-associated,55,NA,272.2131651,0.681157357,4.5,Actinopteri,0.145837,0.145837,93840.98602,0.0013065,23.22898081,NA,1.9504235,31.16676728,NA,1.9504235,31.16676728,0,2,6,5: mid/mid,5,4493,Sphyraena,Carangaria/misc,NA,NA,28,NA,NA,NA,elongated,NA,NA,NA,29,LC,Obtuse barracuda
Sphyraena sphyraena,Sphyraenidae,2112500,habitat_coastal,pelagic-neritic,165,NA,355.4622256,0.488918336,4.05205074,Actinopteri,0.190553387,0.190553387,220.625,0.017712,7.78,NA,0.228391732,30.39808491,NA,0.228391732,30.39808491,-1,2,2,2: low/mid,2,1765,Sphyraena,Carangaria/misc,NA,NA,NA,NA,103453,75115.5,elongated,NA,NA,NA,29,LC,European barracuda
Spondyliosoma cantharus,Sparidae,3510000,habitat_reef,benthopelagic,60,NA,62479.58166,0.395053221,3.34,Actinopteri,0.3026,0.3026,4.17,0.190553387,0.77,NA,0.075033887,35.50824757,34.775,0.075033887,34.775,-2,2,2,2: low/mid,2,1356,Spondyliosoma,Eupercaria/misc,NA,NA,15,NA,270014.6666666667,152691,fusiform / normal,NA,NA,planktonic,162,LC,Black seabream
Sprattus fuegensis,Clupeidae,282500,habitat_coastal,pelagic-neritic,18,NA,12980.05344,0.593471516,2.707214542,Actinopteri,8.13e-6,8.13e-6,0.902079429,6.45e-6,0.020686774,NA,0.002071092,35.65012155,NA,0.002071092,35.65012155,-3,2,2,2: low/mid,2,1466,Sprattus,Clupeiformes,NA,NA,8,NA,NA,NA,fusiform / normal,NA,NA,NA,15,LC,Falkland sprat
Sprattus sprattus,Clupeidae,1992500,migratory,pelagic-neritic,16,NA,399549.1027,0.475566882,3.090119293,Actinopteri,0.060991803,0.060991803,4.17,8.13e-6,0.32,NA,0.009841702,40.09952158,NA,0.009841702,40.09952158,-3,2,2,2: low/mid,2,1357,Sprattus,Clupeiformes,NA,NA,11,NA,26704.545454545456,24998.594155844155,fusiform / normal,6,NA,planktonic,15,LC,European sprat
Stenotomus chrysops,Sparidae,602500,habitat_reef,demersal,46,NA,134258.1063,0.347529243,3.82,Actinopteri,0.218337659,0.218337659,7.78,0.025016,0.77,NA,0.069801964,37.59700612,NA,0.069801964,37.59700612,-2,2,2,2: low/mid,2,452,Stenotomus,Eupercaria/misc,NA,NA,19,NA,11860,7860,short and / or deep,NA,NA,NA,162,NT,Scup
Stephanolepis cirrhifer,Monacanthidae,242500,habitat_coastal,demersal,30,NA,270394.69,0.842910887,2.931353908,Actinopteri,8.13e-6,8.13e-6,3.790022135,6.45e-6,0.003297,NA,0.002475262,39.29188721,NA,0.002475262,39.29188721,-3,2,2,2: low/mid,2,531,Stephanolepis,Tetraodontiformes,NA,NA,22,NA,NA,NA,short and / or deep,NA,NA,NA,108,LC,Threadsail filefish
Stereolepis gigas,Polyprionidae,632500,habitat_benthic,demersal,250,NA,33.70154285,0.278444226,4.481651192,Actinopteri,0.025016,0.025016,69.37218463,0.0017922,0.77,NA,0.177701565,49.83530978,NA,0.177701565,49.83530978,-1,2,2,2: low/mid,2,3310,Stereolepis,Acropomatiformes,NA,NA,23,NA,1000000,NA,fusiform / normal,75,NA,planktonic,2,CR,Giant seabass
Stromateus fiatola,Stromateidae,1900000,pelagic,benthopelagic,50,NA,9289.599466,0.838796982,4.0427116,Actinopteri,0.060991803,0.060991803,69.37218463,0.019141686,0.419377278,NA,0.082291402,33.22565388,NA,0.082291402,33.22565388,-2,2,2,2: low/mid,2,1198,Stromateus,Scombriformes,NA,NA,24,NA,NA,NA,short and / or deep,NA,NA,NA,17,LC,Blue butterfish
Tautoga onitis,Labridae,415000,habitat_coastal,reef-associated,91,NA,859.9392305,0.359313762,3.379632579,Actinopteri,0.020686774,0.020686774,3.75,0.003297,0.145837,NA,0.025630221,34.03006098,NA,0.025630221,34.03006098,-2,2,2,2: low/mid,2,458,Tautoga,Eupercaria/misc,NA,NA,12,NA,10510000,5335000,fusiform / normal,34,NA,planktonic,560,VU,Tautog
Tautogolabrus adspersus,Labridae,990000,habitat_coastal,reef-associated,38,NA,17.04358747,0.542139383,3.72,Actinopteri,0.190553387,0.190553387,0.77,0.029410133,0.364,NA,0.043732086,28.52744123,NA,0.043732086,28.52744123,-2,1,4,1: mid/low,1,3672,Tautogolabrus,Eupercaria/misc,NA,NA,7,NA,NA,NA,fusiform / normal,6,157,planktonic,560,LC,Cunner
Tenualosa ilisha,Clupeidae,1715000,migratory,pelagic-neritic,60,NA,1062830.659,1.644075154,2.978049609,Actinopteri,0.060991803,0.060991803,69.37218463,0.021204,0.419377278,NA,0.081909963,46.33128022,NA,0.081909963,46.33128022,-2,2,2,2: low/mid,2,1596,Tenualosa,Clupeiformes,NA,NA,27,NA,1555945,903441.25,fusiform / normal,5,NA,NA,15,LC,Hilsa shad
Tenualosa toli,Clupeidae,2412500,habitat_coastal,pelagic-neritic,60,NA,7197.743231,2.001580709,2.595144859,Actinopteri,0.029410133,0.029410133,220.625,0.020686774,0.390708752,NA,0.082273457,37.46228828,NA,0.082273457,37.46228828,-2,2,2,2: low/mid,2,1600,Tenualosa,Clupeiformes,NA,NA,28,NA,NA,NA,fusiform / normal,2,NA,NA,15,VU,Toli shad
Tetrapturus angustirostris,Istiophoridae,156842500,hms,pelagic-oceanic,230,NA,422.4151485,0.48980251,4.481651192,Actinopteri,24.63249455,24.63249455,537466.5429,5.55,91382,NA,943.8369123,31.26415733,NA,943.8369123,31.26415733,2,2,3,6: high/mid,6,3915,Tetrapturus,Carangiformes,NA,NA,28,NA,NA,NA,elongated,NA,NA,planktonic,11,DD,Shortbill spearfish
Tetrapturus belone,Istiophoridae,2882500,hms,pelagic-oceanic,240,NA,36.2268458,0.48980251,4.341564088,Actinopteri,0.32,0.32,220.625,0.021891852,23.22898081,NA,0.243956151,31.67516171,NA,0.243956151,31.67516171,-1,2,2,2: low/mid,2,1823,Tetrapturus,Carangiformes,NA,NA,NA,NA,NA,NA,elongated,NA,NA,NA,11,LC,Mediterranean spearfish
Tetrapturus pfluegeri,Istiophoridae,40682500,hms,pelagic-oceanic,254,NA,882.5026234,0.48980251,4.4,Actinopteri,23.22898081,23.22898081,119173.5,0.048,24.63249455,NA,11.85599491,30.07516224,NA,11.85599491,30.07516224,1,2,6,5: mid/mid,5,220,Tetrapturus,Carangiformes,NA,NA,26,NA,NA,NA,elongated,NA,NA,NA,11,LC,Longbill spearfish
Thunnus alalunga,Scombridae,214395000,hms,pelagic-oceanic,140,NA,1496373.192,0.139377132,4.3,Actinopteri,28773,28773,537466.5429,14.05155995,91382,NA,1157.845261,44.12174625,NA,1157.845261,44.12174625,3,2,3,6: high/mid,6,142,Thunnus,Scombriformes,9.5,25.2000007629395,27,15.7000007629395,2516000,1070000,fusiform / normal,9,280,planktonic,54,NT,Albacore
Thunnus albacares,Scombridae,238802500,hms,pelagic-oceanic,239,yellowfin tuna,2632284.907,0.371683336,4.41,Actinopteri,28773,28773,537466.5429,24.63249455,119173.5,12235.3,1532.176756,39.06578765,26.53,12235.3,26.53,4,1,1,6: high/mid,6,143,Thunnus,Scombriformes,15,31,28,16,10230187.833333334,2500000,fusiform / normal,9,NA,planktonic,54,NT,Yellowfin tuna
Thunnus atlanticus,Scombridae,17285000,hms,pelagic-oceanic,107.9499969,NA,21204.61504,0.411464956,4.35,Actinopteri,8.5,8.5,119173.5,0.024862159000000002,24.63249455,NA,3.349821804,25.10437597,NA,3.349821804,25.10437597,0,1,4,1: mid/low,1,144,Thunnus,Scombriformes,20,NA,26,NA,NA,NA,fusiform / normal,NA,NA,NA,54,LC,Blackfin tuna
Thunnus maccoyii,Scombridae,81205000,hms,pelagic-oceanic,245,NA,678424.4269,0.101845095,3.949320259,Actinopteri,28773,28773,537466.5429,6.571072972,91382,NA,710.6706351,50.62099711,24,710.6706351,24,2,1,1,6: high/mid,6,145,Thunnus,Scombriformes,5,20,16,15,15000000,14500000,fusiform / normal,20,NA,NA,54,CR,Southern bluefin tuna
Thunnus obesus,Scombridae,492747500,pelagic,pelagic-oceanic,250,NA,2522991.787,0.236346256,4.49,Actinopteri,28773,28773,537466.5429,24.63249455,104356.6614,NA,1682.173643,52.12694075,NA,1682.173643,52.12694075,3,2,3,6: high/mid,6,146,Thunnus,Scombriformes,13,29,27,16,8332658.5,6932258,fusiform / normal,11,NA,planktonic,54,VU,Bigeye tuna
Thunnus orientalis,Scombridae,137085000,hms,pelagic-oceanic,300,pacific bluefin tuna,180859.509,0.191806337,4.416666667,Actinopteri,91382,91382,537466.5429,39.83,119173.5,91382,1581.062123,32.36656871,NA,91382,32.36656871,4,2,3,6: high/mid,6,14290,Thunnus,Scombriformes,NA,NA,27,NA,17500000,11250000,fusiform / normal,15,NA,NA,54,VU,Pacific bluefin tuna
Thunnus thynnus,Scombridae,59672500,pelagic,pelagic-oceanic,458,NA,893507.9525,0.081764288,4.45,Actinopteri,39.83,39.83,537466.5429,23.22898081,91382,NA,26.23617427,57.00519928,31,26.23617427,31,1,2,6,5: mid/mid,5,147,Thunnus,Scombriformes,3,30,26,27,27200000,26808750,fusiform / normal,32,NA,planktonic,54,EN,Atlantic bluefin tuna
Thunnus tonggol,Scombridae,13385000,pelagic,pelagic-neritic,144.9830017,NA,4937248.325,0.221774814,4.5,Actinopteri,23.22898081,23.22898081,119173.5,0.04451615,28773,NA,4.869641771,45.57389128,NA,4.869641771,45.57389128,0,2,6,5: mid/mid,5,148,Thunnus,Scombriformes,NA,NA,28,NA,1900000,699142,fusiform / normal,18.700000762939453,NA,NA,54,DD,Longtail tuna
Thyrsites atun,Gempylidae,2655000,habitat_coastal,benthopelagic,200,NA,709214.8872,0.349062752,3.63,Actinopteri,0.218337659,0.218337659,69.37218463,0.022602017,7.78,NA,0.243469839,54.98519187,NA,0.243469839,54.98519187,-1,2,2,2: low/mid,2,489,Thyrsites,Scombriformes,13,18,15,5,NA,NA,elongated,10,NA,planktonic,26,NA,Snoek
Trachinotus blochii,Carangidae,9000000,habitat_reef,reef-associated,110,NA,91.9989765,0.842835464,3.771876532,Actinopteri,0.029410133,0.029410133,69.37218463,0.003297,0.311178405,NA,0.079533198,39.61426812,NA,0.079533198,39.61426812,-2,2,2,2: low/mid,2,1963,Trachinotus,Carangiformes,NA,NA,28,NA,NA,NA,short and / or deep,NA,NA,planktonic,148,LC,Snubnose pompano
Trachinotus carolinus,Carangidae,2425000,habitat_coastal,benthopelagic,64,NA,882.2125221,0.842835464,3.5,Actinopteri,0.060991803,0.060991803,220.625,0.020686774,0.419377278,NA,0.080056345,34.62225803,NA,0.080056345,34.62225803,-2,2,2,2: low/mid,2,380,Trachinotus,Carangiformes,NA,NA,23,NA,NA,NA,short and / or deep,7,NA,NA,148,LC,Florida pompano
Trachinotus mookalee,Carangidae,4482500,habitat_coastal,demersal,90,NA,485.224006,0.842835464,3.94,Actinopteri,0.029410133,0.029410133,69.37218463,0.0013065,0.390708752,NA,0.080444976,33.92806175,NA,0.080444976,33.92806175,-2,2,2,2: low/mid,2,1964,Trachinotus,Carangiformes,NA,NA,28,NA,NA,NA,short and / or deep,NA,NA,NA,148,LC,Indian pompano
Trachinus draco,Trachinidae,2867500,habitat_benthic,demersal,53,NA,3639.605607,0.630179269,4.182798704,Actinopteri,0.021204,0.021204,220.625,0.0013065,0.341291664,NA,0.055184473,43.35041324,12.9,0.055184473,12.9,-2,1,4,1: mid/low,1,1363,Trachinus,Perciformes/Percoidei,NA,NA,9,NA,NA,NA,elongated,NA,NA,planktonic,9,LC,Greater weever
Trachipterus arcticus,Trachipteridae,10997500,habitat_deep,bathypelagic,300,NA,10.93425039,0.142305137,4.481651192,Actinopteri,0.75925,0.75925,119173.5,0.0017922,23.22898081,NA,0.728241907,43.64398976,NA,0.728241907,43.64398976,-1,2,2,2: low/mid,2,3265,Trachipterus,Lampriformes,NA,NA,NA,NA,NA,NA,eel-like,NA,NA,planktonic,10,LC,Dealfish
